Mechanism Code,Type,Code,Type,Name,Description,Standards,Weight,percentageChoice0,percentageChoice2,percentageChoice3,percentageChoice4,percentageChoice5
P.PIA,operational,P.PIA.O2,Boolean,Privacy risk register periodically updated,,,1,0,100,,,
P.PIA,operational,P.PIA.O1,Boolean,Communication to participants of the outcomes of the consultations,,,1,0,100,,,
P.PIA,operational,P.PIA.O3,Boolean,Evidence of progress in the implementation / deployment of privacy controls,,,1,0,0,,,
P.PIA,operational,P.PIA.O4,Boolean,Track progress when reducing privacy risks with flexible in-depth reporting,,,1,0,0,,,
P.PIA,operational,P.PIA.O5,Boolean,Privacy risk mitigation accountability established,,,1,0,0,,,
P.PIA,operational,P.PIA.O6,Boolean,Use of an automation engine to kick off additional assessments when triggered,,,1,0,0,,,
P.PRMP,design,P.PRMP.D1,Boolean,Provision for accountability measures,,,1,0,100,100,,
P.PRMP,design,P.PRMP.D2,Boolean,Register of intended processing activities,,,1,0,0,0,,
P.PRMP,design,P.PRMP.D3,Boolean,Provision for technical & operational privacy controls,,,1,0,100,100,,
P.PRMP,design,P.PRMP.D4,Boolean,Privacy risk evaluation criteria established,,,1,0,0,100,,
P.PRMP,design,P.PRMP.D5,Boolean,Privacy risk Impact criteria established,,,1,0,0,100,,
P.PRMP,design,P.PRMP.D6,Boolean,Privacy Risk acceptance criteria established,,,1,0,0,100,,
P.PRMP,operational,P.PRMP.O1,Boolean,Privacy risk mitigation accountability established,,,1,0,100,100,,
P.PRMP,operational,P.PRMP.O2,Boolean,DPIA Template present,,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/accountability-and-governance/data-protection-impact-assessments/,1,0,0,0,,
P.PRMP,operational,P.PRMP.O3,Boolean,ICO consulting procedures for residual high risk(s),,https://ico.org.uk/for-organisations/guide-to-data-protection/guide-to-the-general-data-protection-regulation-gdpr/accountability-and-governance/data-protection-impact-assessments/,1,0,0,100,,
P.PRMP,operational,P.PRMP.O5,Boolean,Vendor 3rd party privacy risk assessment conducted,,,1,0,0,100,,
P.WDPP,design,P.WDPP.D1,Boolean,Provision for a Privacy Risk Management Framework (PRF),,,1,0,100,100,,
P.WDPP,design,P.WDPP.D2,Boolean,Privacy vision and mission statement,,,1,0,100,100,,
P.WDPP,design,P.WDPP.D3,Boolean,Alignment of the PRF with ISO27001,,,1,0,0,100,,
P.WDPP,design,P.WDPP.D4,Boolean,Alignment of the PRF with NIST,,,1,0,0,100,,
P.WDPP,operational,P.WDPP.O1,Boolean,Legitimate interest assessment,,,1,0,100,100,100,100
P.WDPP,operational,P.WDPP.O2,Boolean,Data breach readiness assessment,,,1,0,0,100,100,100
P.WDPP,operational,P.WDPP.O3,Boolean,International data transfer assessment,,,1,0,0,0,100,100
P.WDPP,operational,P.WDPP.O4,Boolean,Privacy threshold assessment,,,1,0,0,0,0,100
P.SU,design,P.SU.D1,Boolean,Provision for secondary use service (SUS),SUS is a secure data warehouse that maintains identity data according to (inter)national standards and uses complicated derivations to assist policy and secondary analysis.,,1,0,100,100,,
P.SU,design,P.SU.D2,Boolean,Information control policies established,,,1,0,0,100,,
P.SU,design,P.SU.D3,Boolean,Agreement(s) on how cross-organisation information flow is enforced,,,1,0,0,100,,
P.SU,design,P.SU.D4,Boolean,Provision for a record management system ,Records management systems keep an accurate archive of the various happenings and transactions within EIDS and is able to provide evidence of policies and procedures in place.,,1,0,0,0,,
P.SU,operational,P.SU.O1,Boolean,SUS deployed,SUS is a secure data warehouse that maintains identity data according to (inter)national standards and uses complicated derivations to assist policy and secondary analysis.,,1,0,0,,,
P.SU,operational,P.SU.O2,Boolean,Flow control restrictions for internal and external traffic to the The Distributed Incident Management System (DIMS) ,,,1,0,100,,,
P.SU,operational,P.SU.O3,Boolean,Designated policy enforcement Point(s),,,1,0,100,,,
P.SU,operational,P.SU.O4,Boolean,Automatic verification of write permissions for information between different domains,,,1,0,100,,,
P.PS,design,P.PS.D1,Boolean,Provision for a PIM  as part of the DID System,,,1,0,100,,,
P.PS,operational,P.PS.O1,Boolean,Conformance with ISO 27701,,https://www.iso.org/standard/71670.html,1,0,100,0,,
P.PS,operational,P.PS.O2,Boolean,Conformance with ISO GDPR,,https://gdpr-info.eu,1,0,0,100,,
P.PS,operational,P.PS.O3,Boolean,Conformance with ISO PEC Cybersecurity Act,,https://digital-strategy.ec.europa.eu/en/policies/cybersecurity-act,1,0,0,0,,
P.PS,operational,P.PS.O4,Boolean,Conformance with ISO/IEC 27550,,https://www.iso.org/standard/72024.html,1,0,0,0,,
P.PS,operational,P.PS.O5,Boolean,Conformance with ISO 29101:2013,,https://www.iso.org/standard/45124.html,1,0,0,0,,
RO.EO,design,RO.EO.D1,Boolean,Provision for managing improper input validation ,"Input validation is performed to ensure that only properly formed data enters the workflow of an information system, preventing improperly formatted data from persisting in the database and causing various downstream components to malfunction.",,1,0,100,,,
RO.EO,operational,RO.EO.O1,Boolean,Improper neutralisation,"Input validation is performed to ensure that only properly formed data enters the workflow of an information system, preventing improperly formatted data from persisting in the database and causing various downstream components to malfunction.",,1,0,100,,,
RO.EO,operational,RO.EO.O2,Boolean,Operationalisation of an input validation framework,"Input validation is performed to ensure that only properly formed data enters the workflow of an information system, preventing improperly formatted data from persisting in the database and causing various downstream components to malfunction.",,1,0,100,,,
RO.PD,design,RO.PD.D1,Boolean,Plan(s) for an enterprise-class provisioning engine ,,,1,0,100,100,,
RO.PD,design,RO.PD.D2,Boolean,Provision for data access request services (DARS) ,,,1,0,0,100,,
RO.PD,design,RO.PD.D3,Boolean,Provision for correlation of services / data ,,,1,0,0,100,,
RO.PD,design,RO.PD.D4,Boolean,Provision for aggregation of services / data ,,,1,0,0,100,,
RO.PD,operational,RO.PD.O1,Boolean,Realtime instantiation and switch to an alternative version of a process or service ,,,1,0,100,100,,
RO.PD,operational,RO.PD.O2,Percentage,% of resources for which configuration changes can be made ,%,,1,0,0,0,,
RO.PD,operational,RO.PD.O3,Boolean,Standardised Data/service migration tools available ,,,1,0,100,100,,
RO.PD,operational,RO.PD.O6,Boolean,Delivery services’ process tracking tool deployed ,,,1,0,0,100,,
RO.TPV,design,RO.TPV.D1,Boolean,Baseline(s) of satisfactory system performance present ,,,1,0,100,100,,
RO.TPV,design,RO.TPV.D2,Boolean,Provision for a storage monitoring system ,,,1,0,0,100,,
RO.TPV,operational,RO.TPV.O1,Boolean,Indicators of actual system performance ,,,1,0,100,100,,
RO.TPV,operational,RO.TPV.O2,Boolean,Tracking storage metrics ,,,1,0,0,100,,
RO.TPV,operational,RO.TPV.O3,Boolean,Monitoring IOPS ,,,1,0,0,100,,
RO.TPV,operational,RO.TPV.O4,Boolean,Monitoring I/O Splitting ,,,1,0,0,0,,
RO.EMR,design,RO.EMR.D1,Boolean,Provision for approval of policies prior to deployment ,,,1,0,100,,,
RO.EMR,design,RO.EMR.D2,Boolean,Policy retirement programme in place ,,,1,0,100,,,
RO.EMR,design,RO.EMR.D3,Boolean,Provision for consistent RAM requirements ,,,1,0,100,,,
RO.EMR,design,RO.EMR.D4,Boolean,Provision for RAM test strategies   ,,,1,0,0,,,
RO.EMR,operational,RO.EMR.O1,Boolean,Tracking of entitlements via granted policies ,,,1,0,0,100,,
RO.EMR,operational,RO.EMR.O2,Boolean,Tracking of entitlements via manual requests ,,,1,0,100,100,,
RO.EMR,operational,RO.EMR.O3,Boolean,Maintainability demonstration(s)  ,,,1,0,0,100,,
E.DPP,design,E.DPP.D1,Boolean,Creation of a data-scoping document  ,"The scoping-document explicates the context, the needs, the vision and the outcome of any data-related process.",,1,0,100,100,,
E.DPP,design,E.DPP.D2,Boolean,Description  of Prospective and Data-Structure provenance  ,"The Prospective and Data-Structure provenance represents the abstract workflow used to generate data, as well as the structure of the latter.",,1,0,100,100,,
E.DPP,design,E.DPP.D3,Boolean,Design of procedures to assess data-quality  ,"Data quality consist of completeness, conformity, consistency, accuracy, duplicates avoidance and integrity.",,1,0,0,100,,
E.DPP,design,E.DPP.D4,Boolean,Provision  for data handling rules  ,"The data-handling rules must relate data sensitivity (low, guarded, elevated, high, severe) to security zone (low, medium, high) and to the required type of transport/support.",,1,0,0,100,,
E.DPP,operational,E.DPP.O1,Boolean,Periodic verification that the collected data reside in the declared scope ,"The scoping-document explicates the context, the needs, the vision and the outcome of any data-related process.",,1,0,100,100,100,
E.DPP,operational,E.DPP.O2,Boolean,"For each entity, a single provenance record (or summary) is kept, in a tamper proof way ","The Prospective and Data-Structure provenance represents the abstract workflow used to generate data, as well as the structure of the latter.",,1,0,0,100,100,
E.DPP,operational,E.DPP.O3,Boolean,Maintenance of Retrospective and Process provenance  ,"The Prospective and Data-Structure provenance represents the abstract workflow used to generate data, as well as the structure of the latter.",,1,0,0,0,100,
E.DPP,operational,E.DPP.O4,Boolean,Periodic evaluation of data quality ,"Data quality consist of completeness, conformity, consistency, accuracy, duplicates avoidance and integrity.",,1,0,0,0,100,
E.DPP,operational,E.DPP.O5,Boolean,Deletion routines/procedures are deployed and they are executed correctly ,"The data-handling rules must relate data sensitivity (low, guarded, elevated, high, severe) to security zone (low, medium, high) and to the required type of transport/support.",,1,0,0,0,0,
E.DPP,operational,E.DPP.O6,Boolean,"Creation, deployment and continuous update of a register with data processing tools ","The data-handling rules must relate data sensitivity (low, guarded, elevated, high, severe) to security zone (low, medium, high) and to the required type of transport/support.",,1,0,0,0,0,
E.E,design,E.E.D1,Boolean,Creation of a data-scoping document,,,1,0,100,,,
E.E,operational,E.E.O1,Boolean,The user can track and monitor legitimate data usage and possible misuses ,,,1,0,100,100,,
E.E,operational,E.E.O2,Boolean,The user can track and monitor granted and unallowed accesses ,,,1,0,100,100,,
E.E,operational,E.E.O3,Boolean,"In any case, the user has full control on own personal data ",,,1,0,0,100,,
E.AU,design,E.AU.D1,Boolean,"Availability  of a document that identifies log-sources, according to organisation policies ",,,1,0,100,,,
E.AU,design,E.AU.D2,Boolean,Organisation-wide and cross-organisation logging and monitoring policies to ensure consistency of protocols ,,,1,0,100,,,
E.AU,design,E.AU.D3,Boolean,Employment of real-time monitoring ,,,1,0,0,,,
E.AU,design,E.AU.D4,Boolean,The audit trail covers the entire ID lifecycle  ,,,1,0,0,,,
E.AU,operational,E.AU.O1,Percentage,How often the log is rotated,"100% – every 60 mins or less (or 1mb)
66% – every 24 hours or less (or 5mb)
33% – every 1 week or less (or 25mb)
0% - never",,1,0,66,66,,
E.AU,operational,E.AU.O2,Percentage,How often does the system transfer log-data to a secure log management infrastructure? ,"100%– less than 5 mins
66% – less than 1 hour
33% – less than 1 day 
0 - never",,1,0,0,66,,
E.AU,operational,E.AU.O3,Boolean,Log integrity is constantly verified ,,,1,0,0,0,,
E.AU,operational,E.AU.O4,Boolean,Log is transferred and stored in an encrypted format ,,,1,0,0,0,,
E.DEC,design,E.DEC.D1,Boolean,A  Data Protection Impact Assessment (DPIA) has been developed   ,,,1,0,100,100,,
E.DEC,design,E.DEC.D2,Boolean,"Customers awareness of automated decision-making, What information is used and where this information is coming from ",,,1,0,0,100,,
E.DEC,design,E.DEC.D3,Boolean,"Customers awareness of automated decision-making, Usage of visuals to explain these concepts ",,,1,0,0,100,,
E.DEC,design,E.DEC.D4,Boolean,"Customers awareness of automated decision-making, Signed set of ethical principles to build trust with customers ",,,1,0,0,100,,
E.DEC,design,E.DEC.D5,Boolean,Data is anonymised in these decision-making activities ,,,1,0,0,0,,
E.DEC,operational,E.DEC.O1,Boolean,The system satisfies Article 29 Guidelines and the limitation provided by Article 22 of the GDPR,,,1,0,100,,,
RES.IFP,design,RES.IFP.D1,Boolean,Separate deployment profiles of patches ,,,1,0,100,,,
RES.IFP,design,RES.IFP.D2,Boolean,Rigorous preparation of patch deployment ,,,1,0,100,,,
RES.IFP,design,RES.IFP.D3,Boolean,Regular time-windows for patches ,,,1,0,100,,,
RES.IFP,design,RES.IFP.D4,Boolean,Provision for a patching severity and tracking system in place ,,,1,0,0,,,
RES.IFP,design,RES.IFP.D5,Boolean,Security control catalogue ,,,1,0,0,,,
RES.SPE,design,RES.SPE.D1,Boolean,Plan of actions and milestones ,,,1,0,100,100,,
RES.SPE,design,RES.SPE.D2,Boolean,Establish cyber resilience design principles ,,,1,0,100,100,,
RES.SPE,design,RES.SPE.D3,Boolean,Provision for an information security architecture ,,,1,0,0,100,,
RES.SPE,design,RES.SPE.D4,Boolean,Provision for a tool to monitor third-party security ,,,1,0,0,100,,
RES.SPE,operational,RES.SPE.O2,Percentage,Percentage of cyber resources to which access is controlled based on sensitivity ,MITRE resilience catalogue,,1,0,0,,,
RES.SPE,operational,RES.SPE.O3,Boolean, Compliance with contractual SLAs ,MITRE resilience catalogue,,1,0,100,,,
RES.BD,design,RES.BD.D1,Boolean,Provision for BCR/DR Plan(s) ,,,1,0,100,100,,
RES.BD,design,RES.BD.D2,Boolean,Provision for Business Impact Assessment (BIA) ,,,1,0,100,100,,
RES.BD,design,RES.BD.D3,Boolean,Provision for alternate storage site ,,,1,0,0,0,,
RES.BD,design,RES.BD.D4,Boolean,Alternate processing site ,,,1,0,0,0,,
RES.BD,design,RES.BD.D5,Boolean,Provision for information system backup ,,,1,0,0,0,,
RES.BD,design,RES.BD.D6,Boolean,Provision for alternative security mechanisms ,,,1,0,0,100,,
RES.BD,design,RES.BD.D7,Boolean,Provision for alternate communication protocols ,,,1,0,0,100,,
RES.BD,operational,RES.BD.O3,Boolean,Contingency plans tested ,,,1,0,100,100,,
RES.BD,operational,RES.BD.O4,Boolean,Results of Recovery plans tested ,,,1,0,100,100,,
RES.BD,operational,RES.BD.O5,Boolean,Maximum Tolerable Period of Disruption ( MTPoD) defined ,,,1,0,0,100,,
RES.BD,operational,RES.BD.O6,Boolean,Predictable failure prevention ,,,1,0,0,0,,
RES.BD,operational,RES.BD.O7,Boolean,Conformance with ISO22301 ,,,1,0,0,0,,
RES.BD,operational,RES.BD.O8,Percentage,Percentage of mission-critical and system control data for which provenance can be validated ,%,,1,0,25,75,,
RES.BD,operational,RES.BD.O10,Percentage,% of mission-critical cyber resources which are recovered from a backup,,,1,0,25,75,,
RES.BD,operational,RES.BD.O11,Percentage,% of cyber resources for which additional monitoring is applied during and after the recovery process,,,1,0,25,75,,
RES.CR,design,RES.CR.D1,Boolean,Criticality analysis  ,,,1,0,100,100,,
RES.CR,design,RES.CR.D2,Boolean,Define resilience objectives ,,,1,0,100,100,,
RES.CR,design,RES.CR.D3,Boolean,Define mission assurance plans ,,,1,0,0,0,,
RES.CR,design,RES.CR.D4,Boolean,Establish stakeholders' priorities  ,,,1,0,0,100,,
RES.CR,design,RES.CR.D5,Boolean,Provision for assessing expected effects of adversaries’ TTPs ,,,1,0,0,100,,
RES.CR,operational,RES.CR.O1,Boolean,Time of recovery within risk threshold ,,,1,0,100,,,
RES.CR,operational,RES.CR.O6,Percentage,% of cyber resources for which access control is maintained throughout the recovery process,,,1,0,0,,,
RES.BPDC,design,RES.BPDC.D1,Boolean,Provision for assets inventory ,,,1,0,100,,,
RES.BPDC,design,RES.BPDC.D2,Boolean,Provision for service access monitoring ,,,1,0,100,,,
RES.BPDC,design,RES.BPDC.D3,Boolean,Is the system capable of specifying Static & Dynamic SoD rules? ,,,1,0,100,,,
RES.BPDC,operational,RES.BPDC.O1,Percentage,% of cyber assets to which access is controlled based on criticality ,,,1,0,0,,,
RES.BPDC,operational,RES.BPDC.O2,Boolean,False Positive Reporting Rate (FPRR) ,,,1,0,0,,,
RES.BPDC,operational,RES.BPDC.O3,Boolean,Static SoD rules applied ,,,1,0,100,,,
RES.BPDC,operational,RES.BPDC.O4,Boolean,Dynamic SoD rules applied ,,,1,0,100,,,
RES.BPDC,operational,RES.BPDC.O5,Boolean,Frequency of service access monitoring,,,1,0,100,,,
RES.RS,design,RES.RS.D1,Boolean,Provision for incident response control(s) ,,,1,0,100,,,
RES.RS,design,RES.RS.D2,Boolean,Provision for IR Plan(s) ,,,1,0,100,,,
RES.RS,operational,RES.RS.O1,Boolean,Incident reporting controls deployed ,,NIST SP 800-53(r4),1,0,100,100,,
RES.RS,operational,RES.RS.O2,Boolean,Incident response policy and procedures tested ,,NIST SP 800-53(r4),1,0,0,100,,
RES.RS,operational,RES.RS.O4,Boolean,Incident monitoring deployed ,,NIST SP 800-53(r4),1,0,100,100,,
RES.RS,operational,RES.RS.O5,Boolean,Incident response assistance acquired  ,,NIST SP 800-53(r4),1,0,0,0,,
RES.RS,operational,RES.RS.O6,Boolean,Incident Response Plan tested ,,NIST SP 800-53(r4),1,0,0,100,,
RES.IDR,design,R£S.IDR.D1,Boolean,Provision for password history policy ,,,1,0,100,,,
RES.IDR,design,R£S.IDR.D2,Boolean,Provision for minimum password policy age ,,,1,0,100,,,
RES.IDR,design,R£S.IDR.D3,Boolean,Provision for Maximum password age policy ,,,1,0,100,,,
RES.IDR,design,R£S.IDR.D4,Boolean,Provision for Minimum password length policy ,,,1,0,100,,,
RES.IDR,design,R£S.IDR.D5,Boolean,Provision for a password audit policy ,,,1,0,100,,,
RES.IDR,design,R£S.IDR.D6,Boolean,Provision for automated password recovery ,,,1,0,0,,,
RES.IDR,operational,R£S.IDR.O1,Boolean,Enforce password history policy ,,,1,0,100,,,
RES.IDR,operational,R£S.IDR.O2,Boolean,Enforce minimum password policy age ,,,1,0,100,,,
RES.IDR,operational,R£S.IDR.O3,Boolean,Enforce Maximum password age policy ,,,1,0,100,,,
RES.IDR,operational,R£S.IDR.O4,Boolean,Enforce Minimum password length policy ,,,1,0,100,,,
RES.IDR,operational,R£S.IDR.O5,Boolean,Enforced password audit policy ,,,1,0,100,,,
RES.IDR,operational,R£S.IDR.O6,Boolean,Automated password recovery deployed ,,,1,0,0,,,
REL.SUS,design,REL.SUS.D1,Boolean,Provision for compliance with FATF46 policies and guidelines  ,,https://www.fatf-gafi.org/media/fatf/documents/recommendations/pdfs/Guidance-on-Digital-Identity-report.pdf,1,0,100,,,
REL.SUS,design,REL.SUS.D2,Boolean,Identification of CDD measures using risk-based approach(es)  ,,,1,0,100,,,
REL.SUS,design,REL.SUS.D3,Boolean,3rd parties adhere to CDD requirements  ,,,1,0,100,,,
REL.SUS,operational,REL.SUS.O1,Boolean,Customer Due diligence (CDD) obligations imposed  ,,,1,0,100,,,
REL.SUS,operational,REL.SUS.O2,Boolean,Ongoing authentication of an onboarded customer/citizen  ,,,1,0,100,,,
REL.SUS,operational,REL.SUS.O3,Boolean,"RBA47 present to using DID for citizen identification, verification & authentication  ",,,1,0,100,,,
REL.AL,design,REL.AL.D1,Boolean,Identification of CDD measures using risk-based approach(es)  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D2,Boolean,Establish Identity Assurance Levels (IAL) for ID proofing  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D3,Boolean,Provision for standardised ID proofing requirements  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D4,Boolean,Establish evidence collection requirements  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D5,Boolean,Provision for compliance with FATF49 policies and guidelines  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D6,Boolean,Identification of CDD measures using risk-based approach(es)  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D7,Boolean,Provision for managing liability and legal issues  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D8,Boolean,"Legal structure in place for roles, rights and responsibilities  ",,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D9,Boolean,Provision for self-assessment  ,,ICAO 9303 ,1,,,,,
REL.AL,design,REL.AL.D10,Boolean,Assurance levels for identity proofing  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O1,Boolean,Evidence of assessing ID proofing at different IAL  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O2,Boolean,Auditing of resolution-validation-verification processes in ID proofing  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O3,Boolean,Use of biometrically-enabled Machine Readable Travel Document (MRTD),,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O5,Boolean,Customer Due diligence (CDD) obligations imposed  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O6,Boolean,Transaction monitoring technology present  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O7,Boolean,Conformance with ISO/IEC 29115:2013 ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O8,Boolean,Conformance with ISO/IEC TS 29003  ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O9,Boolean,Conformance with ISO 24760 51 ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O10,Boolean,Conformance with eIDAS ,,ICAO 9303 ,1,,,,,
REL.AL,operational,REL.AL.O11,Boolean,Conformance with ISO/IEC 29115,,ICAO 9303 ,1,,,,,
REL.GA,design,REL.GA.D1,Boolean,Provision for Government approved audits  ,,,1,,,,,
REL.GA,operational,REL.GA.O1,Boolean,Conformance with ISO/IEC 17065 ,,,1,,,,,
REL.EAS,design,REL.EAS.D1,Boolean,Provision for approving audit plans  ,,,1,0,0,0,,
REL.EAS,design,REL.EAS.D2,Boolean,Quality assurance program for internal audits  ,,,1,0,100,100,,
REL.EAS,design,REL.EAS.D3,Boolean,Quality assurance program for external audits  ,,,1,0,0,100,,
REL.EAS,design,REL.EAS.D4,Boolean,Provision for automated audit tools  ,,,1,0,0,100,,
REL.EAS,operational,REL.EAS.O1,Boolean,Evidence of balanced scorecards  ,,,1,0,100,100,,
REL.EAS,operational,REL.EAS.O2,Boolean,Corrective actions executed  ,,,1,0,0,0,,
REL.EAS,operational,REL.EAS.O3,Boolean,Frequent self-assessment audits ,,,1,0,0,100,,
REL.EAS,operational,REL.EAS.O4,Boolean,Ongoing monitoring of external audits  ,,,1,0,0,100,,
REL.EAS,operational,REL.EAS.O5,Boolean,Compliance with the audit plan(s),,,1,0,0,0,,
REL.HUT,design,REL.HUT.D1,Boolean,Provision for error-handling at runtime  ,,,1,,,,,
REL.HUT,design,REL.HUT.D2,Boolean,Provision for monitoring and logging DIMS application errors  ,,,1,,,,,
REL.HUT,design,REL.HUT.D3,Boolean,Provision for unhandled exceptions logging  ,,,1,,,,,
REL.HUT,operational,REL.HUT.O1,Boolean,Error-handling mechanisms deployed  ,,,1,,,,,
E.OP,design,E.OP.D1,Boolean,Use of standard and widely recognised algorithms in EIDS ,,,1,0,100,,,
E.OP,design,E.OP.D2,Boolean,Creation of a data-scoping document ,,,1,0,0,,,
E.OP,design,E.OP.D3,Boolean,Visibility and justifications for system parameters ,,,1,0,100,,,
E.OP,operational,E.OP.O1,Boolean,Verification of user comprehension of applied policies,,,1,0,100,,,
